filename	description
180.png	He is an Indian boy.He has dark brown short hair, and it's slightly curly.He has short bangs.He is not smiling.He has no beard, and has angled face.He has wrinkles around the eyes and smile lines, but has no wrinkles on the forehead.He has double eyelids and thick eyebrows.He has dark brown eyes.He doesn't wear glasses.His head direction is toward the left.He is a child.He has a sleek nose.He has dark eyebrows.His lips are dry.He has thick double eyelids.He has trouble with his cheeks.He has black hair.His hair is mixed with light brown hair little by little.He has thick ears.He has brown eyes.He has almost no eyelashes.He has a small face.He has half curly hair.He has black hair and short hair.The forehead is half covered.The eyebrows are black and dark and have double eyelids.It has black eyes and no wrinkles.The nose is small and tall, and the lips are closed.The lips are light pink.There are some red spots on the cheeks.The face shape is egg-shaped, round, and has yellow skin.
181.png	She is a white young woman.She has brown long hair, and it's straight.She has no bangs.She is smiling.She has no beard, and has a round face.She has wrinkles around the eyes, but has no wrinkles around the smile lines and on the forehead.She has double eyelids and thin eyebrows.She has brown eyes.She doesn't wear glasses.Her head is facing the front.She is white.She has white skin.She has thick double eyelids.She has shallow laugh lines.She has thick eyelashes.She has yellow eyes.She has thin eyebrows.She has an angled face.She dyed her hair light brown.She originally had black hair.She has a hawkish nose.She has light dark circles.Her face is chubby.She has brown hair and has grown to her shoulders.I split my hair to reveal my forehead, so I don't have no bangs.It has green eyes, double eyelids, and long eyelashes.Eyebrows are thin and dark.There are no wrinkles around the eyes, a little cheek fat, and lips are light pink.The front teeth are smiling a little.It has a round face shape with white skin.
182.png	She is a white girl.She has brown short hair, and it's straight.She has no bangs.She is grinning.She has no beard, and has a round face.She has wrinkles around the smile lines, but has no wrinkles around the eyes and forehead.She has double eyelids and thin eyebrows.She has brown eyes.She doesn't wear glasses.Her head direction is slightly toward the left.She is white.She is a child.She has dark double eyelid.She has light eyebrows.She has a round one's eyebrows.She has thin lips.She has crease one's fate.She has brown eyes.She had light brown hair.She has small ears.She has straight teeth.She was a junior official of the small.Her self-tanner is bright as a whole.Her cheeks and red flag on my chin.She has brown hair and a short hair style that grows up to her shoulders.He split his head to reveal his forehead.It has yellow eyes and double eyelids.The eyebrows are light, and there are some eyelashes.It has a smiling face that reveals its gums, and has smile lines.The cheeks are a little reddish, but overall, they have white skin.The lips are dark pink.
183.png	He is a middle-aged white man.He has dark brown straight hair, and it's short.He doesn't have bangs.He is grinning.He has no beard, and has an angled face.He has wrinkles around the eyes and smile lines, but no wrinkles on the forehead.He has double eyelids and thick eyebrows.He has dark brown eyes.He wears black and square horn-rimmed glasses.His head direction is slightly toward the left.He is white.He is Western.He has thick double eyelids.He has dark eyebrows.He has dark brown hair.He has short hair.He has a big nose.He has thin lips.He has the right teeth.He has wrinkles around his eyes.His lips are light pink.He has small ears.He has a wide forehead.His face is chubby.He has a round face.He has dark brown hair and is a hairstyle that puts all his hair back.It has a large forehead and no wrinkles.It has black horn-rimmed glasses, small eyes, and black eyes.It has thick eyebrows and double eyelids.The nose is on the big side, smiling, and has smile lines.The lips are light pink and the front teeth are exposed.The face is long and round.
184.png	She is an Asian girl.She has brown long hair, and it's straight.She has no bangs.She is grinning.She has no beard, and has a round face.She has no wrinkles.She has double eyelids and thin eyebrows.She has brown eyes.And she has fat under her eyes.She doesn't wear glasses.Her head direction is toward the right.She looks young.She has dark have double eyelids.She has long eyelashes.She has light brown hair.She has big teeth.She has thin eyebrows.She is generally a round face.Her jaw is gentle firmness.She wrinkles have one's fate.She has brown eyes.Her eyebrows are thick.She's light and dark circles.She has brown hair and is growing her hair over her shoulders.He split his head to reveal his forehead.The eyebrows are thick and thin, and they have double eyelids.It has yellow eyes and long eyelashes.The nose is high and has a light smile.The cheeks are a little reddish, the overall face shape is round, and the skin is white.My head is covering my ears.
185.png	He is a white young man.He has brown short hair, and it's slightly curly.He has no bangs.He is smiling.He has a short beard.He has thin face.He has wrinkles around the eyes and smile lines, but has no wrinkles on the forehead.He has double eyelids and thick eyebrows.He has dark brown eyes.He doesn't wear glasses.His head direction is toward the left.He is Western.He's a white male.He has dark eyebrows.He has a beard covering his lower face.He has a big nose.He has a small lower jaw.He has short sports-type hair.He has dark brown hair.He has very few eyelashes.He has small ears.He has a high nose.His eyebrows are well-organized.He has redness around his nose.He has dark gray hair and short hair.The forehead is wide and covers a little with bangs.The eyebrows are dark and have double eyelids.The eyes are recessed and no eyelashes or fine wrinkles are visible.It has yellow eyes.The nose is high and big.The lips are dark pink and are curled up.He has a little beard and is dark.
186.png	He is a middle-aged white man.He has short straight hair, and it's mostly white and sparsely dark brown.He doesn't have bangs.He is not smiling.He has no beard, and has an angled face.He has wrinkles around the eyes and smile lines and on the forehead.He has double eyelids and thick eyebrows.He has dark brown eyes.He doesn't wear glasses.His head direction is toward the left.He is Western.He has short hair.He has thick double eyelids.He has thin lips.He has m-shaped hair loss.He has dark eyebrows.His eyebrows are drooping down.He has a lot of wrinkles in his eyes.His beard covers his lower face.He has small ears.He has deep laugh lines.He has bright brown eyes.He has a lot of white hair on his head.He is very short and my hair geomgalsaek.Forehead is ample and a hair looks a little mjaThere is a double eyelids, thick eyebrows.Yellow eyes and lashes is short.There are many fine lines around her eyes and wrinkles, even under the eyes.Crease one's fate and beard and scars of a beard.Ear is small and all year.Slightly open lips are light pink ; and teeth a bit.
187.png	She is a middle-aged Indian woman.She has long straight hair, and it's dark brown.She doesn't have bangs.She is grinning.She has no beard, and has a long round face.She has wrinkles around the eyes and smile lines, but has no wrinkles on the forehead.She has double eyelids and thin eyebrows.She has dark brown eyes.She doesn't wear glasses.Her head is facing the front.She has thin but dark eyebrows.She has thick double eyelids.She has a lot of wrinkles in her eyes.She has a high nose.She has deep laugh lines.She has a wide forehead.She has a small lower jaw.Her skin tone is dark overall.She has redness on her cheeks.She has dark brown hair.Her eyes have dark circles.She has black hair and grew her hair beyond her shoulders, and she has no bangs after turning it back.The eyebrows are thick and thin, and the double eyelids are deep.The eyelashes are long, and there are many wrinkles under the eyes.He has smile lines on his face.The lips are dark pink and you can see some teeth.It has a little cheek fat and a long face shape.Also, he is wearing earrings.
188.png	He is a white young man.He has brown short hair, and it's slightly curly.He has long bangs.He is not smiling.He has a short beard.He has long face.He has wrinkles around the eyes, but has no wrinkles around the smile lines and on the forehead.He has double eyelids and thick eyebrows.He has dark blue eyes.He doesn't wear glasses.His head direction is slightly toward the right.He is Western.He is white.He has double eyelids.He has light dark circles.He has a small nose.He has blue eyes.He has light brown hair.He has half curly hair.He has dark eyebrows.He has thin eyelashes.He has a thick lower lip.He has an oval face.He has a large beard.His eyes are hollow.He has light smile lines.He has a brown-haired wolfcut hairstyle.The forehead is a little covered and small.The eyebrows are thick and have double eyelids.It has blue eyes and has fat under its eyes.There are no other wrinkles, and the nose is small and high.The lips are thick and bright pink.There are some beard marks.Overall, it has an egg face shape and bright and white skin color.
189.png	He is a white young man.He has brown short hair, and it's curly.He has short bangs.He is grinning.He has no beard.He has long and thin face.He has wrinkles around the smile lines, but has no wrinkles around the eyes and on the forehead.He has double eyelids and thick eyebrows.He has brown eyes.He doesn't wear glasses.His head direction is toward the right.He is in the West.He is white.He has curly hair.He has brown hair.He has dark double eyelid.He's bright brown eyes.He had a prominent nose.He has a thin upper lip.He has light folds one's fate.A bright as a whole of his skin color.He has thick black eyebrows.His beard is in perfect order.He has an oval face.He has brown hair and short curly hair.The forehead is wide and the eyebrows are dark brown.It has yellow eyes, and the eyes are spread sideways.There are double eyelids and no eyelashes.The nose is on the high and small side and has smile wrinkles.He smiles so that his gums can be seen, and his lips are light pink.You can see all the ears and the face is egg-shaped.
190.png	She is an Asian young woman.She has dark brown hair, and it's long and straight.She has side bangs.She is smiling.She has no beard, and has a round face.She has no wrinkles.She has double eyelids and thin eyebrows.She has dark brown eyes.And she has fat under her eyes.She doesn't wear glasses.Her head direction is toward the right.She is Western.She's a black.She has thick double eyelids.She has long eyelashes.She has black hair.She has straight hair.She has dark brown eyes.Her lips are thick.Her face is oval.She has a cheekbone sticking out.Her eyebrows are thick.Her eyebrows are seagull-shaped.Her cheeks are reddish.She has black hair and is growing beyond her shoulders.He split his hair to reveal his forehead, and his eyebrows are dark.It has black eyes and long eyelashes.It has double eyelids and round eyes.The nose is small and tall, and there are no wrinkles.The lips are thick, light pink, and the front teeth are slightly exposed.It has bright yellow skin and has a long face shape.
191.png	He is a white old man.He has silver short hair, and it's straight.He has no bangs.He is not smiling.He has no beard.He has a round face.He has wrinkles around the eyes and smile lines and on the forehead.He has double eyelids and thick eyebrows.He has dark brown eyes.He doesn't wear glasses.His head is facing the front.He is Western.He is white.He has dark eyebrows.He has white hair.He has thick double eyelids.He has wrinkles on his forehead.He has thick laugh lines.He has a big nose.He has a lot of wrinkles around his eyes.He has thin lips.He has brown eyes.He has big ears.He has gray hairs on his eyebrows.His beard is well-organized.He has very short white hair, his hair is peeled off, and there are fine wrinkles on his forehead.The eyebrows are black and dark, and the double eyelids are deeply dug.The eyes are recessed and wrinkled under the eyes and around the eyes.There are laugh lines, and there are also wrinkled.The lips are closed in dark pink.The ears are all visible and have a long face shape.
192.png	She is an Asian young woman.She has black short hair, and it's straight.She has no bangs.She is grinning.She has no beard, and has a round face.She has wrinkles around the smile lines, but no wrinkles around the eyes and forehead.She has double eyelids and thin eyebrows.She has dark brown eyes.She doesn't wear glasses.Her head direction is toward the right.She has black hair.She has nicely carved eyelid.She has thin yet full, dark eyebrows.She is big.kotppolShe has full lips.Her face is oval.She has shallow dimple.She has dark brown eyes.She has long eyelashes.She has curly hair.She had light dark circles.Her skin color is black.She was pale pink lips.She was a junior official is short.She has black, semi-curly hair.It looks like he tied his hair back.The forehead is narrow, and the eyebrows are pale.It has black eyes, double eyelids, and thick eyelashes but short.The nose is a little wide and has laugh lines.He smiles, and his lips are dark pink and his front teeth are slightly visible.The ears are slightly folded, and the face is egg-shaped and has yellow skin.
193.png	He is a white young man.He has black short hair, and it's straight.He has bangs.He is smiling.He has no beard.He has an angled face.He has wrinkles around the smile lines, but no wrinkles around the eyes and forehead.He has double eyelids and thick eyebrows.He has dark brown eyes.He doesn't wear glasses.His head direction is toward the right.He's Western.He has shaggy hair.He has black hair.He has thick eyebrows.He has thick double eyelids.He has a big nose.He has light smile lines.He has light pink lips.He has thin lips.He has a broad face.He has thick fat under his eyes.His chin is angled.His nose bridge is thick.He has bright brown eyes.He has black hair and is a short but long hair style.It almost covers the forehead.The eyebrows are dark and dark.It has yellow eyes, has double eyelids, and has light eyelashes.The nose is a little big and has laugh lines.The lips are curled up in a murky pink.The face is generally an angled square face and has no wrinkles.The ears are also half covered with the head.
194.png	He is a white young man.He has dark brown short hair, and it's slightly curly.He has no bangs.He is smiling.He has short beard.He has a long and round face.He has wrinkles around the eyes, but no wrinkles around the smile lines and forehead.He has double eyelids and thick eyebrows.He has brown eyes.He wear square thin frame glasses.His head direction is toward the left.He is Western.He is white.He has double eyelids.He has thick eyebrows.His forehead is wide.He has dark brown hair.He has half curly hair.His beard covers his lower face.His lower jaw is long.He has light smile lines.He has a normal-sized nose.He has a normal-sized lip.He has blue eyes.He has light dark circles.He put his hair up with brown curly hair and put it back.The forehead is wide and all is revealed.The eyebrows are thick and have double eyelids.It wears rectangular glasses and has yellow eyes.The nose is high and the lips are neatly curled in light pink.The beard grows from the sideburns.The face is long and has white and clean skin.
195.png	She is a middle-aged white woman.Her hair is dark brown, and it's straight and long.She doesn't have bangs.She is grinning.She has no beard, and has a round face.She has wrinkles around the eyes and smile lines and on the forehead.She has double eyelids and thin eyebrows.She has brown eyes.She doesn't wear glasses.Her head is facing the front.She is Western.She has thin eyebrows.She has a wide forehead.She has dark brown hair.She has light wrinkles on her forehead.She has double eyelids.She has bright brown eyes.She has a thick nose.She has thin lips.She has a big face.She has an angled jaw.Her cheeks are red.Her hair is curly.She has thick eyelashes.She has black hair and looks like she put it all back.My hair is growing over my shoulders.The forehead is wide and revealing everything.The eyebrows are thick but thin.It has long eyelashes and double eyelids.It has yellow eyes, and there are some wrinkles under the eyes.He smiles, so he has smile lines, and his front teeth are visible.The lips are light pink, and the face shape is long, with a little chin and cheek fat.
196.png	She is a middle-aged white woman.Her hair is dark brown, and it's slightly curly and short.She doesn't have bangs.She is grinning.She has no beard, and has a round face.She has wrinkles around the eyes and smile lines and on the forehead.She has double eyelids and thin eyebrows.She has brown eyes.She doesn't wear glasses.Her head direction is toward the left.She is Western.She has light brown hair.She has thin but dark eyebrows.She has wrinkles on her forehead.She has double eyelids.She has wrinkles around her eyes.She has a hawkish nose.She has a thin upper lip.She has deep laugh lines.She has a broad face.She has an angled jaw.She has small ears.Her cheeks are red.She has brown hair and is a shortcut hairstyle.He split his head to reveal his forehead.The eyebrows are light and have inner double eyelids.The eyes are small and the eyes are black.The nose is exposed, and there are smile lines.He smiles, and his lips are light pink with front teeth.The ears are small and round, and the face shape is generally round.
197.png	She is a middle-aged white woman.Her hair is brown, and it's straight and short.She doesn't have bangs.She is grinning.She has no beard, and has a round face.She has wrinkles around the eyes, but no wrinkles around the smile lines and on the forehead.She has double eyelids and thick eyebrows.She has brown eyes.She doesn't wear glasses.Her head is facing the front.She is Western.She is white.She has thick double eyelids.She has light brown hair.The lower part of her nose is big.She has the right arrangement of teeth.She has light smile lines.She has dark eyebrows.She has well-organized eyebrows.Her eyes are brown.There are wrinkles around her eyes.Her face has a lot of redness.She has brown hair and short hair.He's showing his forehead.It has brown eyes and double eyelids.The eyebrows are light and there are fine wrinkles around the eyes.The nose is large and wide, and it has smile wrinkles.Lips are dark pink and front teeth are visible.The face is angular and the whole skin is reddish.I have piercings on my ears.
198.png	She is a middle-aged Asian woman.Her hair is black, and it's straight and short.She has side bangs.She is grinning.She has no beard, and has a round face.She has wrinkles around the eyes and smile lines, but no wrinkles on the forehead.She has double eyelids and thin eyebrows.She has black eyes.She wears black and square horn-rimmed glasses.Her head direction is toward the right.She is Asian.She has double eyelids.She has light eyebrows.She has a big nose.She has smile lines.Her face is oval.She has black hair.She has straight hair.Her lower lip is thick.She has black eyes.She has wrinkles around her eyes.She has light dark circles.She has small sized eyes.She doesn't have a dimple.She has black hair and shoulders to a head.Gala looks for about half of his forehead in a little hair.Black hidden behind horn-rimmed glasses.Black eyes, eyebrows is my light.Fine lines around her eyes and eyelids.There is a bit big, flat nose, and wrinkling one's fate.Has dark pink lips and see front teeth.My face is oval in the yellow skin.
199.png	She is a middle-aged white woman.Her hair is dark brown, and it's slightly curly, long and tied up.She has side bangs.She is grinning.She has no beard, and has a round face.She has wrinkles around the eyes, but no wrinkles around smile lines and on the forehead.She has double eyelids and thin eyebrows.She has gray eyes.She doesn't wear glasses.Her head direction is toward the left.She is Western.She is white.She has light brown and black hair.She has thin eyebrows.She has dark eyebrows.She has thick double eyelids.She has wrinkles around her eyes.She has light dark circles.She has a small nose.She has thin lips.She has a wide face.She has smile lines.Her face shape is oval.She has brown hair and tied her hair back.The bangs are flowing down a little and the forehead is exposed to some extent.The eyebrows are thick but thin.The pupils are black and have double eyelids.There are fine wrinkles around the eyes and under the eyes, and there are dots on the cheeks.With a smile, there are smile lines, and the lips are dark pink with front teeth.I'm wearing small earrings.
200.png	She is middle-aged Asian woman.Her hair is dark brown, and it's curly.She doesn't have bangs.She has grin smile.She has no bread, and has a round face.She has eye wrinkle and smile lines.She has double eyelids, dark eyebrows and brown eye color.She doesn't wear glasses.Her head direction is toward the left.She's Latin.She is a middle-aged woman.She has a square face shape.She has a perm hair.Her hair roots are black and her hair is brown.Her forehead is wide and round.Her eyebrows are shaped upward.She has a monolid eye.Her eyes are brown.She has a wide nose.She has a mustache.She has a beard.She has thin lips.She has round ears.Her square jawline is a prominent feature.Her eyes have deep eyeholes and double eyelids.The eyes are dark brown.Her nose is big nostril.Her lips is thin thickness of lips.she has round shape face line and fat on face.her hair is black and little perm.The length of the hair is about the shoulder.she looks like trigenerian.
201.png	She is youth Asian woman.Her hair is dark brown, and doesn't have curly.She doesn’t have bangs.She has no smile.She has no bread, and has a round face.She doesn't have wrinkle.She has double eyelids, pale and dark eyebrows and black eye color.She doesn’t wear glasses.Her head direction is forward.She is Asian.She looks like she's in her early 30s.She has an oval face shape.She has straight hair all the way to her shoulders.Her hair color is brown.Her forehead is narrow.Her eyebrows are thin and soft arch type.Her eyes are round in shape.Her nose is small and round.She has a snub nose.She doesn't have a beard.Her lips are thick and heart-shaped.Her jawline is round.Her eyes have light eyeholes and double eyelids.The eyes are dark brown.she has thick thickness of lips.her philtrum is short.she has round shape face line.The length of the hair is about the shoulder.She wore small earrings.she has dark brown bobbed straight hair.
202.png	She is middle-aged White woman.Her hair is blond, and doesn't have curly.She doesn’t have bangs.She has smile.She has no bread, and has a round face.She has eye wrinkle and smile lines.She has double eyelids, pale eyebrows and brown eye color.She doesn’t wear glasses.Her head direction is forward.She's white.She looks like she's in her twenties.She has a round face shape.Her eyebrows are soft arch type.She has close set eyes.Her nose is high and sharp.Her skin has a lot of blemishes.The thickness of her lips is normal.Her jawline is round.She has a similar face size and width.She has wide cheeks.Her eyes have light eyeholes and strong double eyelids.The eyes are gray brown.The tip of her nose is round.Her hair is stright light-brown.The length of the hair is about the shoulder.her philtrum is short.She wore small earrings.she has round shape face line.
203.png	She is adolescent Asian woman.Her hair is black, and it’s slightly curly.She doesn’t have bangs.She has no smile.She has no bread, and has a round face.She has only smile lines.She has double eyelids, pale eyebrows and black eye color.She doesn’t wear glasses, Her head direction is forward.She has tied hair.She is Asian.She looks like she's in her 30s.She has an oval face shape.She has tied hair.Her hair color is black.Her forehead is wide.Her eyebrows are straight.She has upturned eyes.Her nose is small and round.She doesn't have a beard.Her lips are thin and pink.She has an angled jawline.Her ears are round.Her eyes have light eyeholes and little inner double eyelids.The eyes are black.She has thin thickness of lips.She is a small face.She has a round shape face line and smile lines.She tied her hair.Her hair is dark brown.The tip of her nose is sharp.
204.png	He is middle-aged White man.His hair is blond, and doesn't have curly.He doesn’t have bangs.He has smile.He has no bread, and has a round face.He has only little eye wrinkle.He has double eyelids, pale and brown eyebrows and gray eye color.He doesn’t wear glasses.His head direction is toward the right.He's white.He looks like he's in his 30s.He has an Ivy League hairstyle.His hair color is light gold.His forehead is narrow.His eyebrows are straight.His eyebrow bones are protruded.He has close set eyes.His nose is very big and high.He has a mustache and a beard.His jawline is sharp.His ears are big and round.His eyes have deep eyeholes and strong double eyelids.He has wrinkles around his eyes.He has stright eyebrows.The tip of his nose is blunt.He has small and thin thickness of lips.His ears are big.His hair is short and brown.He has round shape face line.
205.png	She is youth White woman.Her hair is blond, and doesn't have curly.She doesn’t have bangs.She has smile.She has no bread, and has a round face.She has little eye wrinkle and smile lines.She has double eyelids, thin and dark eyebrows and gray eye color.She doesn’t wear glasses.Her head direction is forward.She's white.She looks like she's in her twenties.She has a heart-shaped face.Her hair color is light brown and long with perm.Her forehead is normal width.Her eyebrows are soft arch type.The shape of her eyes is protruding.She has a hooked nose.Her nose is thin and high.She doesn't have a beard.Her lips are thin.Her jawline is angled.She has smile lines.Her eyes have deep eyeholes and double eyelids.The eyes are light gray brown.The tip of her nose is sharp.She has thin thickness of lips.Her hair is little perm and light red brown.The length of the hair is over the shoulder.her philtrum is short.She wore small earrings.she has round shape face line.she has sharp shape face line.
206.png	She is middle-aged White woman.Her hair is black, and it’s no curly.She doesn’t have bangs.She has grin smile.She has no bread, and has a round face.She has eye wrinkle and smile lines.She has double eyelids, thin and pale eyebrows and gray eye color.She doesn’t wear glasses.Her head direction is forward.She's Latin.She looks like she's in her 40s.Her face shape is square.She has short hair.Her hair color is black.Her forehead is wide.Her eyebrows are soft arch type.Her eyes are almond type.She has a lot of wrinkles around her eyes.She has a hooked nose.She doesn't have a beard.Her lips are thin.Her chin is big and angled.Her ears are trapezoidal shape.Her eyes have deep eyeholes and double eyelids.She has wrinkles around her eyes.The tip of her nose is sharp.She has high nose.She has thin thickness of lips.She has a small face and smile lines.Her hair is short and black.She looks strong.She's smiling.
207.png	She is White child girl.Her hair is blond, and it’s curly.She doesn’t have bangs.She has grin smile.She has no bread, and has a round face.She has only little smile lines.She has double eyelids.She has pale and thin eyebrows and blue eye color.She doesn’t wear glasses.Her head direction is forward.She's white.She looks like a preschooler.She has a round face shape.Her hairstyle is short.She has gold hair color.Her forehead is wide.Her eyebrows are straight and light.The shape of her eyes is upturned.Her nose is low.Her cheeks are plump.Her lips are thin.Her chin is wide and angled.Her ears are round.Her eyes have light eyeholes and double eyelids.The eyes are blue.She has thin thickness of lips.She is a small face.She has a round shape face line.She's small smiling.Her hair is little perm and light blonde.The tip of her nose is blunt.She is so young.
208.png	She is adolescent White woman.Her hair is blond and doesn't have curly.She has short bangs.She has grin smile.She has no bread, and has round face.She has little eye wrinkle and smile lines.She has double eyelids, pale eyebrows and blue eye color.She doesn’t wear glasses.Her head direction is forward.She's white.She looks like a teenager.Her face shape is square.She has short hair with bangs.Her hair color is brown.Her forehead is wide.Her eyebrows are straight.Her eyes are small and downturned.She has a snub nose.She doesn't have a beard.Her lips are thin.Her mouth is big.She has an angled nose.Her ears are pointed.Her eyes have light eyeholes and double eyelids.The eyes are brown.She has thin thickness of lips.She is smiling.She tied her hair.She has short bangs that show your forehair.Her hair is light brown.The tip of her nose is sharp.She is teenager.
209.png	He is middle-aged White man.His hair is black and has white hair.It’s slightly curly.He has no bangs.He has smile.He has beard and mustache, and has round face.He has eye wrinkle and smile lines.He has double eyelids, thick eyebrows and brown eye color.He wears glasses.His head direction is forward.He looks like a Latin man.He looks like he's in his 50s.His face is heart-shaped.His forehead is a normal area.His eyebrows are very thick and big.His eyebrows are round.The shape of his eyes is protruding.His nose is very big, high, and narrow.His beard and mustache are shaggy.His chin is very big and angled.His lips are thin.His mouth is small.His ears are very long and sharp.His eyes have deep eyeholes and strong double eyelids.He has wrinkles around his eyes.He has flunt eyebrows.The tip of his nose is sharp.He has small and thin thickness of lips.His ears are big.His hair is short and mixed black and gray.He has round shape face line.He has a beard.
210.png	She is middle-aged White woman.Her hair is blond and doesn't have curly.She has no bangs.She has grin smile.She has no beard, and has round face.She has little eye wrinkle and smile lines.She has double eyelids, pale eyebrows and blue eye color.She doesn’t wear glasses.Her head direction is forward.She is a white woman.She looks like she's in her 40s.Her face shape is square.Her hair is long straight.Her hair color is brown.Her forehead is normal width.Her eyebrows are soft arch type.Her eyes are shaped like monolid.Her nose is narrow.She doesn't have a beard.Her lips are thin.Her jawline is angled.Her lower jaw is on the big side.She has smile lines.Her eyes have eyeholes and strong double eyelids.She has wrinkles around his eyes.The tip of his nose is blunt.She is smiling.She has thin thickness of lips.Her hair is stright and brown.The length of the hair is over the shoulder.She has round shape face line.
211.png	He is middle-aged White man.His hair is brown and it’s slightly curly.He has no bangs.He has smile.He has a little of beard and mustache and has square face.He has eye wrinkle and pale smile line.He has double eyelids, pale eyebrows and gray eye color.He doesn’t wear glasses.His head direction is forward.He's white.His face is a big heart brother.He has short curly hair.His forehead is wide.His eyebrows are medium arch type.His eyes look like a produid brother.His nose is narrow and high.He has a lot of mustache and beard, but he shaved.His lips are thin.His chin is very big and round.His ears are sharp in shape.His eyes have deep eyeholes and double eyelids.He has wrinkles around his eyes.His eyes are light brown.The tip of his nose is sharp.He has thin thickness of lips.His ears are big.His hair is short and black.He has round shape face line.He is small smiling.
212.png	She is adolescent White girl.Her hair is dark brown and doesn't have curly.She has no bangs.She has no smile.She has any beard, and has long face.She has little eye wrinkle and smile lines.She has double eyelids, dark and thin eyebrows and gray eye color.She doesn’t wear glasses.Her head direction is forward.He's white.He looks like he's in his 20s.His face shape is oval.He has very short hair.His hair color is black.His forehead is very wide.His eyebrows are upward.His eyes are shaped like almonds.His nose is narrow and high.He doesn't have a beard.His lips are ordinary thickness.His chin is small and sharp.His ears are round.Her eyes have deep eyeholes and strong double eyelids.The eyes are dark brown.The tip of his nose is sharp.Her nose is high.She has thick thickness of lips.Her hair is short and dark brown.She has sharp face line.her philtrum is short.
213.png	He is middle-aged White man.His hair is black and has some white hair and it’s slightly curly.He has no bangs.He has smile.He has mustache and beard and has round face.He has eye wrinkle and smile lines and forehead wrinkles.He has double eyelids, dark eyebrows and brown eye color.He doesn’t wear glasses.His head direction is toward the left.He's white.He looks like he's in his 40s.His face is heart-shaped.His hairstyle is a short perm.His hair color is black, but he has gray hairs.His forehead is wide.His eyebrows are round type.His eyes are shaped like monolid.His nose is narrow and high.He has a mustache and a beard.His lips are thin.His chin is big and angled.His ears are big and trapezoidal.His eyes have eyeholes and strong double eyelids.He has wrinkles around his eyes.His eyes are light brown.The tip of his nose is sharp.He has small and thin thickness of lips.His ears are big.His hair is short and black.He has round shape face line.He has beard.
214.png	He is youth white man.His hair is brown and doesn't have curly.He has short hair.He has smile.He has no bangs.He has a little of mustache and beard and has long face.He has eye wrinkle and smile lines.He has double eyelids.He has pale and wide eyebrows and gray eye color.He wears glasses.His head direction is forward.He's white.He looks like he's in his 30s.His face shape is square.His hairstyle is dandy.He has a blonde hair color.His forehead is wide.His eyebrows are very thick and straight.His eyes look like a close set type.His nose is very big and high, and it is an arrow nose.He has a beard.His lips are thin.He has a very large jaw and is angled.His ears are small and sharp.His eyes have eyeholes and strong double eyelids.He has wrinkles around his eyes.His eyes are small and dark brown.He wore glasses.The tip of his nose is sharp.He has small and thin thickness of lips.His hair is short and dark brown.He has little beard.
215.png	She is middle-aged white woman.Her hair is brown and it’s slightly curly.She has grin smile.She has little bangs.She has no beard and has long face.She has eye wrinkle and smile lines and little of forehead wrinkles.She has double eyelids, thin and dark eyebrows and gray eye color.She wears glasses.Her head direction is forward.She's white.She looks like she's in her 50s.Her face is long in shape.Her hair is permed and has short hair.Her hair color is light brown.Her forehead is normal width.Her eyebrows are high arch type.Her eyes are shaped like monolid.She has a narrow, high nose and is an arrow nose.She doesn't have a beard.Her lips are thin.Her chin is big and angled.Her ears are small and trapezoidal.She has many wrinkles and wrinkles around her chin stand out.Her eyes have eyeholes and double eyelids.She has wrinkles around his eyes.She eyes are brown.She wore glasses.The tip of his nose is sharp.She is smiling.She has thick thickness of lips.Her hair is perm and brown.The length of the hair is about the shoulder.She has sharp shape face line.
216.png	He is youth Asian man.His hair is black and it’s curly.He has grin smile.He doesn’t have bangs.He has little of mustache and beard and has long face.He has little eye wrinkle and smile lines.He has double eyelids, dark eyebrows and black eye color.He doesn’t wear glasses.His head direction is forward.He's Latin.He looks like he's in his 20s.His face is diamond-shaped.His hairstyle was a wolf cut and permed.His hair color is brownish black.His forehead is wide.His eyebrows are medium arch type.His eyes are produid type.He has a narrow, big, and high nose.He has a beard.He has thin lips.He has a normal jaw size and is angled.His ears are very small and round.His tooth structure is very neat.His eyes have eyeholes and strong double eyelids.He has wrinkles around his eyes.His eyes are small black.The tip of his nose is sharp.He has thick thickness of lips.His hair is short and black.He has little beard.He has round shape face line.He is smiling.
217.png	He is white children boy.His hair is black and brown and it’s not curly.He has smile.He has short bangs.He doesn’t have any beard.He has round face.He doesn’t have any wrinkle.He has double eyelids, pale and thin eyebrows and blue eye color.He doesn’t wear glasses.His head direction is toward the left.He's white.He looks like an elementary school student.His face is shaped like an oval.He has a neat hairstyle with bangs.His hair color is blonde hair.He has a wide forehead.His eyebrows are s-shape.The shape of his eyes is upturned.His eyes are blue.His nose is small and narrow.He doesn't have a beard.His lips are ordinary thickness.His chin is small and angular.He has big ears and sharp ears.His eyes have eyeholes and double eyelids.His eyes are blue.The tip of his nose is blunt.He has small lips.His hair is short and brown.He wore a blue hat.He has short bangs that show his forehair.His skin is white and clear.He is young.He has round shape face line.
